Company,Record_ID,Year,Month_Name,Quarter,Business_Segment,Asset_Name,Asset_Type,Region,Customer_Segment,Gas_Volume_MMSCMD,Capacity_MMSCMD,Capacity_Utilization_Percent,Average_Price_USD_per_MMBTU,Revenue_INR_Lakh,Opex_INR_Lakh,EBITDA_INR_Lakh,EBITDA_Margin_Percent,Flaring_Loss_MMSCM,Pipeline_Length_KM,Number_of_Customers,Reserves_BCM,Wells_in_Operation,Lifting_Cost_USD_per_BOE
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700953,2021,May-2021,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,14.22,22.0,64.64,1.1,15.0,4.55,10.45,69.67,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700954,2021,Jun-2021,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,13.94,22.0,63.36,0.968,12.94,3.41,9.53,73.65,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700955,2021,Jul-2021,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,13.91,22.0,63.23,1.111,14.81,5.55,9.26,62.53,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700956,2021,Aug-2021,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,14.01,22.0,63.68,1.19,15.98,6.23,9.75,61.01,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700957,2021,Sep-2021,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,13.03,22.0,59.23,0.74,9.24,2.6,6.64,71.86,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700958,2021,Oct-2021,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,15.0,22.0,68.18,1.213,17.44,6.88,10.56,60.55,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700959,2021,Nov-2021,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,13.66,22.0,62.09,1.164,15.24,4.65,10.59,69.49,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700960,2021,Dec-2021,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,15.95,22.0,72.5,0.796,12.17,3.43,8.74,71.82,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700961,2022,Jan-2022,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.41,22.0,74.59,0.817,12.85,3.52,9.33,72.61,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700962,2022,Feb-2022,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,15.79,22.0,71.77,1.163,17.6,6.28,11.32,64.32,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700963,2022,Mar-2022,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,14.73,22.0,66.95,1.293,18.26,7.25,11.01,60.3,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700964,2022,Apr-2022,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,15.2,22.0,69.09,1.296,18.88,6.11,12.77,67.64,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700965,2022,May-2022,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,15.95,22.0,72.5,0.912,13.94,5.05,8.89,63.77,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700966,2022,Jun-2022,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,15.01,22.0,68.23,0.765,11.01,4.01,7.0,63.58,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700967,2022,Jul-2022,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,14.11,22.0,64.14,0.646,8.74,3.13,5.61,64.19,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700968,2022,Aug-2022,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,13.94,22.0,63.36,0.883,11.8,2.98,8.82,74.75,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700969,2022,Sep-2022,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,14.92,22.0,67.82,0.746,10.67,4.24,6.43,60.26,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700970,2022,Oct-2022,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,14.44,22.0,65.64,0.787,10.89,3.39,7.5,68.87,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700971,2022,Nov-2022,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,14.48,22.0,65.82,1.189,16.5,4.37,12.13,73.52,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700972,2022,Dec-2022,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,14.36,22.0,65.27,1.18,16.24,5.72,10.52,64.78,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700973,2023,Jan-2023,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.58,22.0,75.36,1.213,19.28,5.55,13.73,71.21,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700974,2023,Feb-2023,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.66,22.0,75.73,1.269,20.27,5.28,14.99,73.95,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700975,2023,Mar-2023,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.51,22.0,75.05,1.132,17.92,6.16,11.76,65.62,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700976,2023,Apr-2023,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.34,22.0,74.27,0.649,10.17,3.4,6.77,66.57,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700977,2023,May-2023,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.4,22.0,74.55,0.732,11.51,3.39,8.12,70.55,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700978,2023,Jun-2023,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,15.22,22.0,69.18,1.064,15.52,3.91,11.61,74.81,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700979,2023,Jul-2023,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.06,22.0,73.0,0.806,12.41,4.24,8.17,65.83,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700980,2023,Aug-2023,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,14.2,22.0,64.55,1.176,16.01,4.29,11.72,73.2,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700981,2023,Sep-2023,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.11,22.0,73.23,0.686,10.59,2.81,7.78,73.47,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700982,2023,Oct-2023,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,14.63,22.0,66.5,0.744,10.43,2.83,7.6,72.87,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700983,2023,Nov-2023,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.14,22.0,73.36,0.669,10.35,3.66,6.69,64.64,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700984,2023,Dec-2023,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,17.07,22.0,77.59,1.07,17.51,5.38,12.13,69.27,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700985,2024,Jan-2024,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.37,22.0,74.41,1.253,19.66,7.66,12.0,61.04,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700986,2024,Feb-2024,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.33,22.0,74.23,0.814,12.74,4.51,8.23,64.6,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700987,2024,Mar-2024,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,17.91,22.0,81.41,1.074,18.44,5.87,12.57,68.17,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700988,2024,Apr-2024,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.4,22.0,74.55,1.222,19.21,5.03,14.18,73.82,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700989,2024,May-2024,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.6,22.0,75.45,0.935,14.88,4.38,10.5,70.56,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700990,2024,Jun-2024,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.44,22.0,74.73,1.282,20.2,7.2,13.0,64.36,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700991,2024,Jul-2024,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,15.18,22.0,69.0,0.6,8.73,3.03,5.7,65.29,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700992,2024,Aug-2024,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,15.57,22.0,70.77,0.681,10.16,3.5,6.66,65.55,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700993,2024,Sep-2024,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,14.64,22.0,66.55,1.246,17.49,4.66,12.83,73.36,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700994,2024,Oct-2024,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.18,22.0,73.55,0.873,13.54,5.06,8.48,62.63,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700995,2024,Nov-2024,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,17.02,22.0,77.36,1.001,16.33,4.52,11.81,72.32,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700996,2024,Dec-2024,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,17.21,22.0,78.23,0.616,10.16,2.75,7.41,72.93,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700997,2025,Jan-2025,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,17.72,22.0,80.55,1.021,17.34,4.86,12.48,71.97,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700998,2025,Feb-2025,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.95,22.0,77.05,1.203,19.55,7.24,12.31,62.97,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC700999,2025,Mar-2025,Q1,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,17.36,22.0,78.91,0.88,14.65,5.08,9.57,65.32,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701000,2025,Apr-2025,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,18.19,22.0,82.68,1.194,20.82,7.97,12.85,61.72,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701001,2025,May-2025,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,17.1,22.0,77.73,1.272,20.85,7.55,13.3,63.79,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701002,2025,Jun-2025,Q2,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.58,22.0,75.36,0.963,15.31,4.03,11.28,73.68,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701003,2025,Jul-2025,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.63,22.0,75.59,1.012,16.13,5.29,10.84,67.2,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701004,2025,Aug-2025,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,15.3,22.0,69.55,1.244,18.25,4.83,13.42,73.53,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701005,2025,Sep-2025,Q3,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.58,22.0,75.36,1.116,17.74,6.55,11.19,63.08,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701006,2025,Oct-2025,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,16.54,22.0,75.18,0.872,13.83,3.96,9.87,71.37,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701007,2025,Nov-2025,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,15.5,22.0,70.45,0.925,13.74,4.3,9.44,68.7,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701008,2025,Dec-2025,Q4,Transmission,East-West Pipeline,Pipeline,Gujarat-Andhra Pradesh,N/A,18.01,22.0,81.86,0.609,10.51,3.77,6.74,64.13,0.0,1400,0,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701009,2020,Jan-2020,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,22.69,28.6,79.34,6.96,151.39,31.59,119.8,79.13,0.0,0,44,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701010,2020,Feb-2020,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,24.08,28.6,84.2,6.56,151.43,41.58,109.85,72.54,0.0,0,46,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701011,2020,Mar-2020,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,23.7,28.6,82.87,6.93,157.45,28.53,128.92,81.88,0.0,0,46,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701012,2020,Apr-2020,Q2,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,22.09,28.6,77.24,6.82,144.42,24.15,120.27,83.28,0.0,0,46,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701013,2020,May-2020,Q2,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,22.9,28.6,80.07,7.22,158.5,32.0,126.5,79.81,0.0,0,46,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701014,2020,Jun-2020,Q2,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,20.45,28.6,71.5,6.73,131.94,24.74,107.2,81.25,0.0,0,46,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701015,2020,Jul-2020,Q3,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,22.59,28.6,78.99,6.83,147.91,40.3,107.61,72.75,0.0,0,46,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701016,2020,Aug-2020,Q3,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,21.22,28.6,74.2,6.69,136.09,22.04,114.05,83.8,0.0,0,46,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701017,2020,Sep-2020,Q3,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,21.48,28.6,75.1,7.13,146.82,24.87,121.95,83.06,0.0,0,46,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701018,2020,Oct-2020,Q4,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,23.1,28.6,80.77,7.15,158.34,26.22,132.12,83.44,0.0,0,45,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701019,2020,Nov-2020,Q4,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,24.15,28.6,84.44,6.75,156.27,27.73,128.54,82.26,0.0,0,47,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701020,2020,Dec-2020,Q4,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,25.26,28.6,88.32,6.9,167.09,42.51,124.58,74.56,0.0,0,46,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701021,2021,Jan-2021,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,24.45,28.6,85.49,7.28,170.64,26.25,144.39,84.62,0.0,0,49,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701022,2021,Feb-2021,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,24.0,28.6,83.92,7.44,171.18,33.01,138.17,80.72,0.0,0,48,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701023,2021,Mar-2021,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,22.75,28.6,79.55,7.18,156.59,32.77,123.82,79.07,0.0,0,47,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701024,2021,Apr-2021,Q2,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,25.17,28.6,88.01,6.88,166.01,48.3,117.71,70.91,0.0,0,48,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701025,2021,May-2021,Q2,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,23.38,28.6,81.75,7.32,164.06,25.37,138.69,84.54,0.0,0,49,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701026,2021,Jun-2021,Q2,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,22.98,28.6,80.35,7.25,159.72,33.39,126.33,79.09,0.0,0,49,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701027,2021,Jul-2021,Q3,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,24.35,28.6,85.14,6.96,162.47,31.33,131.14,80.72,0.0,0,48,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701028,2021,Aug-2021,Q3,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,24.43,28.6,85.42,6.74,157.85,36.6,121.25,76.81,0.0,0,50,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701029,2021,Sep-2021,Q3,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,22.61,28.6,79.06,6.68,144.79,31.58,113.21,78.19,0.0,0,48,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701030,2021,Oct-2021,Q4,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,25.24,28.6,88.25,7.26,175.67,42.99,132.68,75.53,0.0,0,49,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701031,2021,Nov-2021,Q4,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,24.75,28.6,86.54,7.44,176.53,47.99,128.54,72.81,0.0,0,51,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701032,2021,Dec-2021,Q4,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,24.02,28.6,83.99,7.06,162.57,38.27,124.3,76.46,0.0,0,49,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701033,2022,Jan-2022,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,27.17,28.6,95.0,6.88,179.2,41.69,137.51,76.74,0.0,0,49,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701034,2022,Feb-2022,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,26.76,28.6,93.57,7.67,196.76,47.26,149.5,75.98,0.0,0,51,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701035,2022,Mar-2022,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,25.28,28.6,88.39,7.76,188.06,43.68,144.38,76.77,0.0,0,50,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701036,2022,Apr-2022,Q2,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,26.79,28.6,93.67,7.13,183.11,52.38,130.73,71.39,0.0,0,51,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701037,2022,May-2022,Q2,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,23.32,28.6,81.54,6.86,153.36,24.02,129.34,84.34,0.0,0,53,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701038,2022,Jun-2022,Q2,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,23.14,28.6,80.91,7.38,163.71,38.26,125.45,76.63,0.0,0,51,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701039,2022,Jul-2022,Q3,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,25.29,28.6,88.43,6.88,166.8,37.38,129.42,77.59,0.0,0,52,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701040,2022,Aug-2022,Q3,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,24.1,28.6,84.27,7.23,167.04,42.68,124.36,74.45,0.0,0,53,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701041,2022,Sep-2022,Q3,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,24.19,28.6,84.58,7.73,179.26,48.73,130.53,72.82,0.0,0,52,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701042,2022,Oct-2022,Q4,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,26.97,28.6,94.3,6.86,177.36,46.09,131.27,74.01,0.0,0,51,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701043,2022,Nov-2022,Q4,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,28.2,28.6,98.6,7.28,196.81,45.67,151.14,76.79,0.0,0,53,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701044,2022,Dec-2022,Q4,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,28.82,28.6,100.0,7.32,202.24,58.26,143.98,71.19,0.0,0,53,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701045,2023,Jan-2023,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,26.81,28.6,93.74,7.12,182.99,39.85,143.14,78.22,0.0,0,54,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701046,2023,Feb-2023,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,26.75,28.6,93.53,7.89,202.33,51.53,150.8,74.53,0.0,0,54,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701047,2023,Mar-2023,Q1,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,28.74,28.6,100.0,7.64,210.49,45.43,165.06,78.42,0.0,0,53,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701048,2023,Apr-2023,Q2,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,26.43,28.6,92.41,7.97,201.94,45.4,156.54,77.52,0.0,0,56,0,0,0.0
Bharat Natural Gas Corporation (BNGC) - Fictional Dummy Company,BNGC701049,2023,May-2023,Q2,Marketing & Distribution,Power Sector Channel,Customer Channel,Pan-India,Power Sector,26.59,28.6,92.97,7.11,181.24,45.52,135.72,74.88,0.0,0,55,0,0,0.0
